ORDEN,NOMBRE_BAREMO,DOMINIO,TABLA_OBJETIVO,CAMPO_OBJETIVO,REGLA,CAMPO_EVAL,VALOR_ORIGEN,VALOR_DESTINO,DESCRIPCION_VALOR,PROCESOS
475,rep_trans_flag_folio_consecutivo_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_folio_consecutivo,Calculado,,,CASE WHEN COD_TIPO_MENSAJE IS NULL THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@@RTRANS54
476,rep_trans_flag_fecha_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_fecha,Calculado,,,CASE WHEN FCH_OPERACION IS NULL THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@@RTRANS54
477,rep_trans_flag_referencia_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_referencia,Calculado,,,"CASE WHEN COALESCE(num_cuenta_ord,cod_referencia) IS NULL THEN 1 ELSE 0 END",,RTRANS46
478,rep_trans_flag_referencia_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_referencia,Calculado,,,"CASE WHEN COALESCE(num_cuenta_rec,cod_referencia) IS NULL THEN 1 ELSE 0 END",,RTRANS48
479,rep_trans_flag_bic_aba_nvi_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,302,Clacon,Numero,=,302,,RTRANS46
480,rep_trans_flag_datos_destinatario_nvi_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_datos_destinatario_nvi,Calculado,,,"CASE WHEN COALESCE(if (TXT_DESC_NOMBRE_PERSONA = '', null, TXT_DESC_NOMBRE_PERSONA),if (TXT_DESC_DIR_PERSONA = '', null, TXT_DESC_DIR_PERSONA),if (NUM_CUENTA_REC = '', null, NUM_CUENTA_REC),if (TXT_DESC_NOMBRE_INSTITUCION = '', null, TXT_DESC_NOMBRE_INSTITUCION)) IS NULL THEN 1 ELSE 0 END",,RTRANS46
481,rep_trans_flag_operacion_destino_nvi_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_operacion_destino_nvi,Calculado,,,CASE WHEN IMP_ABONO_MO IS NULL OR cod_divisa_rec IS NULL THEN 1 ELSE 0 END,,RTRANS46@RTRANS54
482,rep_trans_flag_moneda_origen_nvi_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_moneda_origen_nvi,Calculado,,,CASE WHEN cod_divisa_ord IS NULL THEN 1 ELSE 0 END,,RTRANS46
483,rep_trans_flag_monto_instrumento_origen_nvi_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_monto_instrumento_origen_nvi,Calculado,,,CASE WHEN IMP_CARGO_MO IS NULL THEN 1 ELSE 0 END,,RTRANS46
484,rep_trans_flag_mensaje_nvi_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,303,Clacon,Numero,=,303,,RTRANS46@RTRANS54
485,rep_trans_flag_nombre_razon_soc,,tmp_upld.tmp_rep_trans_preparacion_datos,flag_nombre_razon_soc,Calculado,,,CASE WHEN cod_tipo_per_alt='F' AND (txt_desc_nombre_alt IS NULL OR txt_desc_nombre_alt='XXXX') THEN 1 WHEN cod_tipo_per_alt='J' AND (txt_desc_nombre_alt IS NULL OR txt_desc_nombre_alt='XXXX') THEN 1 ELSE 0 END,,RTRANS46@RTRANS48
486,rep_trans_flag_apellido_paterno_f_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_apellido_paterno_f,Calculado,,,CASE WHEN cod_tipo_per_alt='F' and (LENGTH(txt_desc_ap_paterno_alt)<2 or txt_desc_ap_paterno_alt='XXXX') THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@RTRANS54
487,rep_trans_flag_apellido_materno_f_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_apellido_materno_f,Calculado,,,CASE WHEN cod_tipo_per_alt='F' and (LENGTH(txt_desc_ap_materno_alt)<2 or txt_desc_ap_materno_alt='XXXX') THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@RTRANS54
488,rep_trans_flag_fecha_nacim_consti_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_fecha_nacim_consti,Calculado,,,"CASE WHEN (DATEDIFF($FECHA_DATOS,FCH_NACIM_ALT)/365.25)>100 THEN 1 ELSE 0 END",,RTRANS46@RTRANS48
489,rep_trans_flag_curp_f_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,301,Clacon,Numero,=,301,,RTRANS46@RTRANS48@RTRANS54
490,rep_trans_flag_rfc_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,302,Clacon,Numero,=,302,,RTRANS46@RTRANS48
491,rep_trans_flag_pais_nacionalidad_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_pais_nacionalidad,Calculado,,,CASE WHEN cod_tipo_per_alt='F' AND COD_PAIS_NACIO_ALT_H IS NULL THEN 1 WHEN cod_tipo_per_alt='J' AND COD_PAIS_NACIO_ALT_H IS NULL THEN 1 ELSE 0 END,,RTRANS46@RTRANS48
492,rep_trans_flag_act_eco_mercantil_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_act_eco_mercantil,Calculado,,,CASE WHEN cod_tipo_per_alt='F' and (cod_act_esp_alt_h IS NULL or cod_act_esp_alt_h='9999999') THEN 1 WHEN cod_tipo_per_alt='J' and (cod_act_esp_alt_h IS NULL or cod_act_esp_alt_h='9999999') THEN 1 WHEN cod_tipo_per_alt='F' and (cod_act_esp_alt_h IS NOT NULL AND cod_act_esp_alt_h != '9999999') THEN 0 WHEN cod_tipo_per_alt='J' and (cod_act_esp_alt_h IS NOT NULL AND cod_act_esp_alt_h != '9999999') THEN 0 ELSE 0 END,,RTRANS46@RTRANS48
493,rep_trans_flag_apoderado_legal_m_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_apoderado_legal_m,Calculado,,,CASE WHEN cod_tipo_per_alt='J' and (apoderado_legal_m IS NULL or apoderado_legal_m=txt_desc_nombre_alt OR apoderado_legal_m='O O O' or trim(apoderado_legal_m) = '') THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@RTRANS54
494,rep_trans_flag_domicilio_unificado,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_domicilio_unificado,Calculado,,,"CASE WHEN COALESCE(if (txt_desc_dir_calle_alt = '', null, txt_desc_dir_calle_alt),if (txt_desc_dir_numext_alt = '', null, txt_desc_dir_numext_alt),if (txt_desc_dir_numint_alt = '', null, txt_desc_dir_numint_alt),if (txt_desc_dir_cod_estado_alt = '', null, txt_desc_dir_cod_estado_alt),if (txt_desc_dir_pais_alt_h = '', null, txt_desc_dir_pais_alt_h)) IS NULL THEN 1 ELSE 0 END",,RTRANS46@RTRANS48@RTRANS51@RTRANS54
495,rep_trans_flag_localidad_invalida,,tmp_upld.tmp_rep_trans_preparacion_datos_env,304,Clacon,Numero,=,304,,RTRANS46@RTRANS48@RTRANS51@RTRANS54
496,rep_trans_flag_cod_postal_invalido,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_cod_postal_invalido,Calculado,,,CASE WHEN LENGTH(txt_desc_dir_cod_postal_alt)<5 OR txt_desc_dir_cod_postal_alt='00000' THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@RTRANS51@RTRANS54
497,rep_trans_flag_colonia_invalida,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_colonia_invalida,Calculado,,,CASE WHEN txt_desc_dir_colonia_alt='XXXX' or LENGTH(txt_desc_dir_colonia_alt)<2 THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@RTRANS51@RTRANS54
498,rep_trans_flag_ciudad_invalida_eliminacion,,tmp_upld.tmp_rep_trans_preparacion_datos_env,300,Clacon,Numero,=,300,,RTRANS46@RTRANS48@RTRANS51@RTRANS54
499,rep_trans_flag_numero_telefono_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,300,Clacon,Numero,=,300,,RTRANS46@RTRANS48@RTRANS54
500,rep_trans_albacea,,tmp_upld.tmp_rep_trans_preparacion_datos_env,albacea,Calculado,,,0,,RTRANS46@RTRANS48@RTRANS51@RTRANS54
501,rep_trans_nombre_corresponsal_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,nombre_corresponsal_nvi,Calculado,,,'',,RTRANS48
502,rep_trans_nombre_entidad_destino_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,nombre_entidad_destino_nvi,Calculado,,,'',,RTRANS48
503,rep_trans_bic_aba_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,bic_aba_nvi,Calculado,,,'',,RTRANS48
504,rep_trans_datos_destinatario_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,datos_destinatario_nvi,Calculado,,,'',,RTRANS48
505,rep_trans_operacion_origen_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,operacion_origen_nvi,Calculado,,,'',,RTRANS48
506,rep_trans_operacion_destino_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,operacion_destino_nvi,Calculado,,,'',,RTRANS48
507,rep_trans_instrumento_monetario_origen_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,instrumento_monetario_origen_nvi,Calculado,,,'',,RTRANS48
508,rep_trans_moneda_origen_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,moneda_origen_nvi,Calculado,,,'',,RTRANS48
509,rep_trans_monto_instrumento_origen_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,monto_instrumento_origen_nvi,Calculado,,,'',,RTRANS48
510,rep_trans_mensaje_nvi_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,mensaje_nvi,Calculado,,,'',,RTRANS48
511,rep_trans_bic_aba_rcbs_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,bic_aba_rcbs,Calculado,,,"COALESCE(if(COD_BIC_INSTITUCION != '' and length(translate(COD_BIC_INSTITUCION,' ','')) >= 8 and length(translate(COD_BIC_INSTITUCION,' ','')) <= 35, translate(COD_BIC_INSTITUCION,' ',''), NULL),if(COD_ID_PARTE_PERSONA != '' and length(translate(COD_ID_PARTE_PERSONA,' ','')) >= 8 and length(translate(COD_ID_PARTE_PERSONA,' ','')) <= 35, translate(COD_ID_PARTE_PERSONA,' ',''), NULL),if(COD_BIC_INTERMEDIARIO != '' and length(translate(COD_BIC_INTERMEDIARIO, ' ','')) >= 8 and length(translate(COD_BIC_INTERMEDIARIO, ' ','')) <= 35, translate(COD_BIC_INTERMEDIARIO, ' ',''), NULL),     if(COD_ID_PARTE_INTERMEDIARIO != '' and length(translate(COD_ID_PARTE_INTERMEDIARIO,' ', '')) >= 8 and length(translate(COD_ID_PARTE_INTERMEDIARIO,' ', '')) <= 35, translate(COD_ID_PARTE_INTERMEDIARIO,' ', ''), NULL),'NDCRXXXX')",,RTRANS48
512,rep_trans_datos_ordenante_rcbs_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,datos_ordenante_rcbs,Calculado,,,"CONCAT_WS(' ',TXT_DESC_NOMBRE_PERSONA,TXT_DESC_DIR_PERSONA,NUM_CUENTA_ORD,TXT_DESC_NOMBRE_INSTITUCION)",,RTRANS48
513,rep_trans_operacion_origen_rcbs_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,operacion_origen_rcbs,Calculado,,,"CONCAT(IMP_CARGO_MO_ENTERO,'.',IMP_CARGO_MO_DECIMAL,' ',cod_divisa_ord)",,RTRANS48
514,rep_trans_operacion_destino_rcbs_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,operacion_destino_rcbs,Calculado,,,"CONCAT(IMP_ABONO_MO_ENTERO,'.',IMP_ABONO_MO_DECIMAL,' ',cod_divisa_rec)",,RTRANS48
515,rep_trans_flag_operacion_origen_rcbs_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,flag_operacion_origen_rcbs,Calculado,,,CASE WHEN imp_cargo_mo IS NULL or cod_divisa_ord IS NULL THEN 1 ELSE 0 END,,RTRANS48
516,rep_trans_flag_datos_ordenante_rcbs_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,flag_datos_ordenante_rcbs,Calculado,,,"CASE WHEN COALESCE(if (TXT_DESC_NOMBRE_PERSONA = '', null, TXT_DESC_NOMBRE_PERSONA),if (TXT_DESC_DIR_PERSONA = '', null, TXT_DESC_DIR_PERSONA),if (NUM_CUENTA_ORD = '', null, NUM_CUENTA_ORD),if (TXT_DESC_NOMBRE_INSTITUCION = '', null, TXT_DESC_NOMBRE_INSTITUCION)) IS NULL THEN 1 ELSE 0 END",,RTRANS48
517,rep_trans_monto_instrumento_destino_rcbs_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,monto_instrumento_destino_rcbs,Calculado,,,"concat(IMP_ABONO_MO_entero,'.',IMP_ABONO_MO_decimal)",,RTRANS48
518,rep_trans_max_fch_corte_datos_mes,,tmp_upld.dolares_fch_limit_e_trans,MAX_FCH_CORTE_DATOS_MES,Calculado,,,"cast(last_day(DATE_SUB($FECHA_DATOS,16)) as string)",,RTRANS00
519,rep_trans_min_fch_corte_datos_mes,,tmp_upld.dolares_fch_limit_e_trans,MIN_FCH_CORTE_DATOS_MES,Calculado,,,"CAST(TRUNC(DATE_SUB($FECHA_DATOS,16),'MM') AS string)",,RTRANS00
520,flag_no_apellidos_usr,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,flag_no_apellidos,Calculado,,,CASE WHEN apellido_paterno_usr='XXXX' AND apellido_materno_usr='XXXX' THEN 1 ELSE 0 END,,RDDOL38
521,flag_no_apellidos_clte,,tmp_upld.tmp_rep_dol_preparacion_datos,flag_no_apellidos,Calculado,,,CASE WHEN tipo_persona = 'F' AND apellido_paterno_clte='XXXX' AND apellido_materno_clte='XXXX' THEN 1 ELSE 0 END,,RDDOL57@RDDOL30
522,rep_dol_id_error_camb,,tmp_upld.tmp_rep_dol_preparacion_drd_camb,id_error,Calculado,,,CASE WHEN flag_ciudad_poblacion_clte=1 THEN 1 WHEN flag_fecha_nacimiento_clte_100_anios=1 THEN 2 WHEN flag_actividad_economica_clte=1 THEN 3 WHEN albacea=1 THEN 4 WHEN flag_apode_razon_soc=1 THEN 5 WHEN flag_apellido_paterno_clte=1 THEN 6 WHEN flag_apellido_materno_clte=1 THEN 7 WHEN flag_no_apellidos=1 OR flag_nombre_clte_informado=1 THEN 9 WHEN flag_codigo_postal_clte_informado=1 THEN 10 WHEN flag_colonia_clte_informado=1 THEN 12 WHEN flag_coherencia_trio=1 THEN 18 ELSE 13 END,,RDDOL61
523,rep_dol_num_total_errores_camb,,tmp_upld.tmp_rep_dol_preparacion_drd_camb,num_total_errores,Calculado,,,(albacea+flag_actividad_economica_clte+flag_fecha_nacimiento_clte_100_anios+flag_apellido_paterno_clte+flag_apellido_materno_clte+flag_fch_nac_rft_curp_informado+flag_nombre_clte_informado+flag_clave_organo_regulador_informado+flag_clave_entidad_informado+flag_fecha_hora_informado+flag_tipo_operacion_informado+flag_cuenta_contrato_informado+flag_monto_operacion_informado+flag_moneda_informado+flag_instrumento_monetario_informado+flag_monto_operacion_liquidacion_informado+flag_pais_nacionalidad_informado+flag_colonia_clte_informado+flag_ciudad_poblacion_clte+flag_localidad_informado+flag_codigo_postal_clte_informado+flag_apode_nulo_informado+flag_apode_razon_soc+flag_no_apellidos+flag_sucesion_testamentaria+flag_fecha_constitucion_m+flag_duo_rfc_const_m+flag_coherencia_trio),,RDDOL61@RDDOL58
524,rep_dol_flag_corregido,,tmp_upld.tmp_rep_dol_preparacion_drd_camb,flag_corregido,Calculado,,,0,,RDDOL61@RDDOL62@RDDOL63
525,rep_dol_id_error_captacion,,tmp_upld.tmp_rep_dol_preparacion_drd_captacion,id_error,Calculado,,,CASE WHEN flag_ciudad_poblacion_clte=1 THEN 1 WHEN flag_fecha_nacimiento_clte_100_anios=1 THEN 2 WHEN flag_actividad_economica_clte=1 THEN 3 WHEN albacea=1 THEN 4 WHEN flag_apode_razon_soc=1 THEN 5 WHEN flag_apellido_paterno_clte=1 THEN 6 WHEN flag_apellido_materno_clte=1 THEN 7 WHEN flag_no_apellidos=1 or flag_nombre_clte_informado=1 THEN 9 WHEN flag_codigo_postal_clte_informado=1 THEN 10 WHEN flag_colonia_clte_informado=1 THEN 12 WHEN flag_coherencia_trio=1 THEN 18 ELSE 13 END,,RDDOL62
526,rep_dol_id_error_corres,,tmp_upld.tmp_rep_dol_preparacion_drd_corres,id_error,Calculado,,,CASE WHEN flag_fecha_nacimiento_usr_100_anios=1 THEN 2 WHEN flag_apellido_paterno_usr=1 THEN 6 WHEN flag_apellido_materno_usr=1 THEN 7 WHEN flag_no_apellidos=1 OR flag_nombre_usr_informado=1 THEN 9 ELSE 13 END,,RDDOL63
527,rep_dol_num_total_errores_corres,,tmp_upld.tmp_rep_dol_preparacion_drd_corres,num_total_errores,Calculado,,,(flag_fecha_nacimiento_usr_100_anios+flag_apellido_paterno_usr+flag_apellido_materno_usr+flag_opcionales+flag_pais_nacionalidad+flag_nombre_usr_informado+flag_clave_organo_regulador_informado+flag_clave_entidad_informado+flag_fecha_hora_informado+flag_tipo_operacion_informado+flag_cuenta_contrato_informado+flag_monto_operacion_informado+flag_moneda_informado+flag_instrumento_monetario_informado+flag_nombre_comisionista_informado+flag_domicilio_comisionista_informado+flag_no_apellidos+flag_sucesion_testamentaria),,RDDOL63@RDDOL39
528,rep_trans_aplicativo_e_trans,,tmp_upld.tmp_rep_transfer_mae_e_trans,aplicativo,Calculado,,,'E-transfer',,RTRANS86@RTRANS87
529,CLACON_TRANS_COD_TIPO_TRANSFERENCIA,,tmp_upld.tmp_rep_trans_preparacion_datos_env,cod_tipo_transferencia,Clacon,Cadena,IN,0,,RTRANS137@RTRANS98@RTRANS46
530,CLACON_TRANS_COD_TIPO_TRANSFERENCIA,,tmp_upld.tmp_rep_trans_preparacion_datos_env,cod_tipo_transferencia,Clacon,Cadena,IN,5,,RTRANS137@RTRANS98@RTRANS46
531,rep_trans_flag_apellido_invalido_e_trans,,tmp_upld.tmp_rep_trans_preparacion_datos_env,flag_apellido_invalido,Calculado,,,CASE WHEN cod_tipo_per_alt='F' and (txt_desc_ap_paterno_alt='XXXX' AND txt_desc_ap_materno_alt='XXXX') THEN 1 ELSE 0 END,,RTRANS46@RTRANS48@RTRANS54
532,rep_trans_id_error_e_trans,,tmp_upld.tmp_rep_trans_preparacion_drd_e_trans_env@tmp_upld.tmp_rep_trans_preparacion_drd_e_trans_rec,id_error,Calculado,,,CASE WHEN flag_fecha_nacim_consti=1 THEN 2 WHEN flag_act_eco_mercantil=1 THEN 3 WHEN albacea=1 THEN 4 WHEN flag_apoderado_legal_m=1 THEN 5 WHEN flag_apellido_paterno_f=1 THEN 6 WHEN flag_apellido_materno_f=1 THEN 7 WHEN flag_apellido_invalido=1 THEN 9 WHEN flag_cod_postal_invalido=1 THEN 10 WHEN flag_colonia_invalida=1 THEN 12 WHEN flag_duo_rfc_const_m=1 THEN 14 WHEN flag_tipo_persona=1 THEN 15 WHEN flag_sucesion_testamentaria=1 THEN 16 WHEN flag_coherencia_trio=1 THEN 18 ELSE 13 END,,RTRANS75@RTRANS74
533,rep_trans_num_total_errores_e_trans_env,,tmp_upld.tmp_rep_trans_preparacion_drd_e_trans_env,num_total_errores,Calculado,,,(flag_clave_organo_regulador+flag_clave_entidad+flag_folio_consecutivo+flag_fecha+flag_referencia+flag_bic_aba_nvi+flag_datos_destinatario_nvi+flag_operacion_destino_nvi+flag_moneda_origen_nvi+flag_monto_instrumento_origen_nvi+flag_nombre_razon_soc+flag_apellido_paterno_f+flag_apellido_materno_f+flag_fecha_nacim_consti+flag_pais_nacionalidad+flag_act_eco_mercantil+flag_apoderado_legal_m+flag_domicilio_unificado+flag_cod_postal_invalido+flag_colonia_invalida+albacea+flag_apellido_invalido+flag_duo_rfc_const_m+flag_tipo_persona+flag_cod_pais+flag_trio_curp_rfc_fch_nacim_f+flag_coherencia_trio+flag_sucesion_testamentaria+flag_fecha_nacimiento_f+flag_fecha_constitucion_m),,RTRANS74@RTRANS47
534,rep_trans_flag_corregido_e_trans,,tmp_upld.tmp_rep_trans_preparacion_drd_e_trans_env@tmp_upld.tmp_rep_trans_preparacion_drd_e_trans_rec,flag_corregido,Calculado,,,0,,RTRANS75@RTRANS74@RTRANS76@RTRANS78@RTRANS79@RTRANS80
535,rep_trans_num_total_errores_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_drd_e_trans_rec,num_total_errores,Calculado,,,(flag_clave_organo_regulador+flag_clave_entidad+flag_folio_consecutivo+flag_fecha+flag_referencia+flag_bic_aba_rcbs+flag_datos_ordenante_rcbs+flag_operacion_origen_rcbs+flag_moneda_destino_rcbs+flag_monto_instrumento_destino_rcbs+flag_nombre_razon_soc+flag_apellido_paterno_f+flag_apellido_materno_f+flag_fecha_nacim_consti+flag_pais_nacionalidad+flag_act_eco_mercantil+flag_apoderado_legal_m+flag_domicilio_unificado+flag_cod_postal_invalido+flag_colonia_invalida+albacea+flag_apellido_invalido+flag_duo_rfc_const_m+flag_tipo_persona+flag_cod_pais+flag_trio_curp_rfc_fch_nacim_f+flag_coherencia_trio+flag_sucesion_testamentaria+flag_fecha_nacimiento_f+flag_fecha_constitucion_m),,RTRANS75@RTRANS49
536,CLACON_TRANS_COD_SISTEMA,,tmp_upld.tmp_rep_transfer_rel_e_trans,cod_sistema,Clacon,Numero,IN,30,,RTRANS02
537,CLACON_TRANS_COD_SISTEMA,,tmp_upld.tmp_rep_transfer_rel_e_trans,cod_sistema,Clacon,Numero,IN,33,,RTRANS02
538,CLACON_TRANS_COD_SISTEMA,,tmp_upld.tmp_rep_transfer_rel_e_trans,cod_sistema,Clacon,Numero,IN,14,,RTRANS02
539,rep_trans_referencia_e_trans_env,,tmp_upld.tmp_rep_trans_preparacion_datos_env,referencia,Calculado,,,"SUBSTR(COALESCE(num_cuenta_ord,cod_referencia),-18)",,RTRANS46
540,rep_trans_referencia_e_trans_rec,,tmp_upld.tmp_rep_trans_preparacion_datos_rec,referencia,Calculado,,,"SUBSTR(COALESCE(num_cuenta_rec,cod_referencia),-18)",,RTRANS48
541,rep_trans_aplicativo_remesas,,tmp_upld.tmp_rep_transfer_mae_remesas,aplicativo,Calculado,,,'Remesas',,RTRANS23
542,CLACON_TRANS_COD_FORMA_PAGO_REMESAS,,tmp_upld.tmp_rep_transfer_mae_remesas,COD_FORMA_PAGO,Clacon,Cadena,IN,E,,RTRANS23
543,CLACON_TRANS_COD_FORMA_PAGO_REMESAS,,tmp_upld.tmp_rep_transfer_mae_remesas,COD_FORMA_PAGO,Clacon,Cadena,IN,A,,RTRANS23
544,rep_trans_divisa_minima_remesas,,tmp_upld.tmp_rep_transfer_mae_remesas,imp_abono_divisa,Calculado,,,CASE WHEN cod_divisa_rec = 'USD' then imp_abono_mo ELSE IMP_ABONO_USD_TC81_T2 END,,RTRANS23
545,rep_trans_txt_desc_nombre_persona_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,txt_desc_nombre_persona,Calculado,,,"CONCAT_WS(' ',ord.txt_desc_nombre_alt,ord.txt_desc_ap_paterno_alt,ord.txt_desc_ap_materno_alt)",,RTRANS24
546,rep_trans_cod_referencia_aux_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,cod_referencia_aux,Calculado,,,'',,RTRANS24
547,rep_trans_num_men_indice_aux_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,num_men_indice_aux,Calculado,,,cast(NULL as int),,RTRANS24
548,rep_trans_cod_per_aporedado_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,cod_per_aporedado,Calculado,,,'',,RTRANS24
549,rep_trans_nombre_apode_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,nombre_apode,Calculado,,,'',,RTRANS24
550,rep_trans_apellido_paterno_apode_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,apellido_paterno_apode,Calculado,,,'',,RTRANS24
551,rep_trans_apellido_materno_apode_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,apellido_materno_apode,Calculado,,,'',,RTRANS24
552,rep_trans_flag_apodaux_remesas,,tmp_upld.tmp_rep_transfer_cruce_remesas,flag_apodaux,Calculado,,,'',,RTRANS24
553,rep_trans_cod_bic_intermediario_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,cod_bic_intermediario,Calculado,,,"coalesce(COD_BIC_INTERMEDIARIO,'')",,RTRANS50
554,rep_trans_txt_desc_nombre_persona_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,txt_desc_nombre_persona,Calculado,,,"coalesce(TXT_DESC_NOMBRE_PERSONA,'')",,RTRANS50
555,rep_trans_imp_abono_ml_tc81_t2_entero_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,imp_abono_ml_tc81_t2_entero,Calculado,,,cast(floor(abs(imp_abono_ml_tc81_t2)) as STRING),,RTRANS50
556,rep_trans_imp_abono_ml_tc81_t2_decimal_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,imp_abono_ml_tc81_t2_decimal,Calculado,,,"RPAD(REGEXP_REPLACE(cast(CAST(abs(imp_abono_ml_tc81_t2) AS DECIMAL(14,3)) as STRING), '^[0-9]+\.', ''),2,'0')",,RTRANS50
557,rep_trans_cod_pais_nacim_alt_h_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,cod_pais_nacim_alt_h,Calculado,,,"coalesce(cod_pais_nacim_alt_h,'')",,RTRANS50@RTRANS53
558,rep_trans_num_tlf_prefijo_alt_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,num_tlf_prefijo_alt,Calculado,,,"coalesce(NUM_TLF_PREFIJO_ALT,'')",,RTRANS50
559,rep_trans_imp_cargo_ml_tc81_t2_entero_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,imp_abono_usd_tc81_t2_entero,Calculado,,,cast(floor(abs(imp_abono_usd_tc81_t2)) as STRING),,RTRANS50
560,rep_trans_imp_cargo_ml_tc81_t2_decimal_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,imp_abono_usd_tc81_t2_decimal,Calculado,,,"RPAD(REGEXP_REPLACE(cast(CAST(abs(imp_abono_usd_tc81_t2) AS DECIMAL(14,3)) as STRING), '^[0-9]+\.', ''),2,'0')",,RTRANS50
561,rep_trans_apoderado_legal_m_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,apoderado_legal_m,Calculado,,,'',,RTRANS50
562,rep_trans_desc_clave_transfe_remesas,,tmp_upld.tmp_rep_trans_flags_datos_remesas,desc_clave_transfe,Calculado,,,CASE WHEN cod_transfe='E' THEN 'Efectivo' WHEN cod_transfe='A' THEN 'Abono a cuenta' ELSE '' END,,RTRANS50
563,rep_trans_folio_consecutivo_remesas,,tmp_upld.tmp_rep_trans_preparacion_datos_remesas,folio_consecutivo,Calculado,,,"concat_ws('-',substr(mes,1,4),'MT103')",,RTRANS51
564,rep_trans_fecha_remesas,,tmp_upld.tmp_rep_trans_preparacion_datos_remesas,fecha,Calculado,,,"translate(FCH_OPERACION,'-','')",,RTRANS51
565,rep_trans_referencia_remesas,,tmp_upld.tmp_rep_trans_preparacion_datos_remesas,referencia,Calculado,,,"SUBSTR(COALESCE(num_orden_enl,cod_referencia), -18)",,RTRANS51
